sample_id,caption_a,caption_b,expected,winner_source,image_description,image_uncanny_description
69c067b86291961626df0ed93dd311ac,Don't look at me that way—I wanted a giant cat.,He held the state record for about three seconds.,A,official_winner,There is a huge dog in a family room. Two people are reading on chairs.,There is a gigantic dog in the room.
2084e4d9357ac228fd41bbabff5b01e2,It deployed when her carriage rear-ended an ox cart.,It's called 'starch' - it'll never amount to anything,A,official_winner,"Two men stand in a medieval country setting.  Walking past them is a third person, a woman with a large circular object around her neck",It's unusual to see people wearing clothing of such large size around the neck
c3fa7bc8a088d4905409a9539c90d288,Tell me about a time you identified a problem that others didn't see coming.,"From the looks of things, this is going to be a temporary position.",A,official_winner,"Two lizards are sitting around a desk in an office. Outside, a meteorite is falling.",Lizards are out of place in an office setting.
16f2b35d85c49d0c8e93d7b70f80ea8e,If it's a grocery list we're in trouble,I've always said he was ahead of his time.,A,official_winner,A giant lizard is drawing on a cave wall. Two cavemen are spying on him.,Lizards don't have opposable thumbs and can't draw pictures.
c1f0abfe88317d474eab071f8bab959d,"This isn't exactly what I meant when I said, 'Surprise me!'",You know what? Just bring me back the one with the fly in it.,B,crowd_winner,There is a restaurant patron in a suit and tie sitting at a table with a bowl of soup in front of him. From the bowl of soup a tornado stretches to the ceiling. The patron is talking to the waiter who stands by the table.,It is unusual for a tornado to come out of a bowl of soup.
0e27f14b140731e00fe91aa65910b05a,"Please, a sandwich, a piece of fruit, anything.",Is this what they mean about making art come alive?,A,official_winner,A woman is standing inside a house. A man is peeking in from outside the window.,Nothing really seems out of place.
8342254b8acab8c056ec44f5c791432d,Of course we wanted a son. But we also wanted unconditional love.,Well sometimes you can be a condescending little bitch too.,A,crowd_winner,A man is holding both a dog's hand and a child's hand while the child looks angry. The dog is wearing people's clothes.,Dogs do not wear people's clothes.
f196c82b6c64549d784e4e11decd52e7,This will go down in history.,Don't you just love election season?,A,official_winner,"We see Santa Claus with his reindeer, sleigh and bag of gifts moving through a snow covered plain with Santa's lodge in the background. The difference is that Santa has a bridle in his mouth and is pulling the sleigh by himself while the reindeer all pile up on top of the sleigh to enjoy the ride.",It is unusual for Santa to be pulling the sleigh when this is normally the reindeers' job.
f6302c62709f360bc4c3f35c28abcad6,It appears that even the window washers are using steroids.,"Yeah, I know there's no ledge but that's beside the point.",A,official_winner,There is a man on the phone in front of a window. Meanwhile a monster is climbing the outside of the building.,Monsters are out of place because they do not exist.
30782ec65c5e9fd7758471f1f8774f73,When I joined the IRS I never imaged auditing a nudist colony.,"If I don't wake up soon, I'll have some explaining to do tomorrow.",B,official_winner,"A woman is sitting on a couch reading. A man is entering the room naked, with only a briefcase covering him.",There is a naked man who was walking around in public.
68eca8d6a35d5ae27c1debe5ce89c0d4,He's been on that same story for hours. I'm beginning to think he can't read.,"Your mother says you turned into a pest when you got out of college, too.",A,official_winner,There is a giant rat sitting in a recliner in a living room reading the newspaper with its legs crossed like a human being. In the background we can see a couple in the hallway near the door dressed in bath robes. The husband on the left looks concerned and is listening to his wife next to him who is talking to him with phone in hand.,It is unusual that there is a giant rat in someone's home reading the newspaper like a person.
ed6f85edc069e70a90371cd55b8441f5,"Well, I guess the elephant's no longer in the room!","In 2019, I would have been both confused and alarmed by this.",B,official_winner,A man a woman look up at the front of their house to see a piano dropped on top of it. They property and the piano are completely destroyed.,It is virtually impossible to have a grand piano that is as big and massive as a house. It is also improbable to even fall out of the sky and crash down into a house.
b7064e27bdbfcfe6ae5832858f3c7b66,"Oh really? Well, I thought bookstores were extinct.",No one is buying that 'helpless damsel' narrative anymore.,A,crowd_winner,A dinosaur is in line to meet the author. The author is sitting at a desk. There are books behind her.,There is a dinosaur in line for a book signing and to meet the author. Dinosaurs didn't exist then and don't read.
cd37a5d6c8596e72f9015dba8da30f00,Don't look at me that way—I wanted a giant cat.,He held the state record for about three seconds.,A,official_winner,There is a couple in a living room both sitting in recliners and reading a book and newspaper. The man appears to be talking to the woman. Behind them in the background is a giant puppy which fills the entire room.,It is unusual for a puppy to be so big.
ca6e83461f3298f68cec472eec208ec4,Let Table Seven know that there will be a slight delay on the risotto.,All of our chefs learned their craft by watching reality cooking shows.,A,official_winner,"There are two waiters in a restaurant kitchen having a conversation. Meanwhile a chef with a kitchen knife is chasing another chef around a kitchen island. A third, female chef stands on top of the island playing a viola.",It is unusual that two waiters would have a casual conversation while a chef chases another chef with a knife. It's also unusual that someone would be playing the viola while a fight is happening.
6f78d92a5735b85cb869f8a174f4e06a,"Kids, stay in the thimble.",what would martha stewart do?,A,official_winner,There is a tiny man holding a giant needle and thread. He is pointing the needle at a giant cat who is pawing at the needle and has its mouth open. There are also giant scissors and spool of thread in the foreground.,It is unusual for a man to be so small. It is also unusual for anyone to point a needle at a cat.
c8e66b3ad1ab188798df8124feae4f6c,Their autocorrect must have changed leader to leaver.,"Must be valuable, they spend hours collecting them!",B,crowd_winner,"A man is raking leaves in his yard. A UFO is in the sky, sucking up the leaves.",UFOs are out of place anywhere. That's why they're called UFOs.
e3fdba8809b0d3628a26841444ff5a48,They didn't know their mother either.,He's working remotely this week.,B,official_winner,"A person is sitting at the desk in an office. They are on the phone and looking out the window, observing the stairway to heaven.",The path to heaven has opened up outside this office.
a8e39aeae0f72ea093e6d36776421d4e,I'm rebranding.,It's luck not lunch.,A,official_winner,A pirate has a rabbit on his shoulder. The other pirate is talking to him.,The pirate has a rabbit instead of a parrot on his shoulder.
e6a1bbb286c2581610f45171ed3799b6,"It's been fun, but I've found someone hairier.",He just walked by like he thinks we don't exist.,B,crowd_winner,There is a waterski ramp in a lake where two skiers have jumped and are now in mid air. The woman on the left is a traditional waterskier holding a tow rope while the woman on the right is wearing winter wear and is on snow skis. The snow skier is talking to the waterskier.,It is unusual to see a snow skier jumping a waterski ramp on a lake.
243bdf551f23418271de0ac7b84bc0b1,I knew this day would eventually come.,So this is how the other half lives.,B,official_winner,A half man/ half horse meets another half man half horse but instead of an adult torso and horse legs they are a horse head and a human body.,In mythology a centaur  is a male torso and horse legged beast but this is a switch.
74f797e76c2692cf3fbfc4dd7f44064c,I think it's some sort of defense mechanism.,Should we tell her she's wearing two different shoes?,B,crowd_winner,Two old fashioned gentleman are staring at a woman outside. She has a huge frill around her neck.,"A lady's dress frill is not that large, and is very ungainly."
36a3fc2bd7b7ae97c7126a9aaa364f06,"I know this song, but I can't put my finger on it.",The hard part was transposing from C major to Fahrenheit.,B,crowd_winner,A priest is looking at a woman playing an organ in church. There is a radiator on top of the organ.,The radiator is humongous.
6c030fc602fb7de8fec3430f4dfc420f,The laws of physics are really unforgiving.,I thought I told you to wait in the car.,B,official_winner,A car is flipped over on it's top as two people discuss about it. The place looks like a rundown area.,Cars are not parked by being turned over.
a984216f460492500a3d2b949777f993,Well my master voted Trump; I bet yours voted Biden.,You should see how my owner wears his mask.,B,official_winner,Two dogs are barking at one another. Both are wearing cones that stop them from scratching.,"The cone on one of the dogs is facing the wrong way, rendering it ineffective."
1eb3fc621c0eb10c8ec3dbd99c479f87,You will still get nowhere—it will just take longer.,"Based on your resume, I expected something different.",A,official_winner,A mouse is conducting a hamster wheel experiment with other mice. The mouse is also talking to a turtle .,Mice do not conduct experiments. Mice are known to be tested on.
856f8ddb71dfd8389a448f46116b5eb1,Typical client—wants a damn Parthenon on a Stonehenge budget.,I don't even think the Egyptians could have pulled this off.,A,official_winner,"Two men, wearing medieval peasant grab, are looking at a canvas depicting a completed Colosseum. In front of them is a jumble of stones, half-assembled, that look nothing like the finished project, instead appearing to be an almost done Stonehenge.",It's unusual to imply that an English sundial was in fact an accidental construction by Italians trying to build another type of building.
b0021efc96c92e33329eb00c4bcdea89,The library was closed.,I know I have a book in me.,B,official_winner,Two turtles are on a log in a creek. One of them has books piled on his shell.,A turtle doesn't read books.
fe0b99b63058b42aca794f824f714860,Yes officer. That's the guy that jumped me.,What you've got there is a red herring.,B,crowd_winner,A shark is looking at photos during an interrogation. Two cops are interrogating him.,There is a shark being interrogated. A shark cannot survive outside of water.
bce8ad613eb4c3d7a4f9e4f47b461069,I specifically asked you not to mention Darwinism...,Watch out for the moose head in the parlor.,B,official_winner,Two men are standing in front of a fireplace with a mounted fish hanging above it. One of the men seems to have been bitten by the fish and his arm is in the fishes mouth.,It is strange the fish is biting the man's arm since mounted fish are not alive.
db3ff308e94b4359bc94036a229a06f5,You wouldn't believe how good this feels,"Don't get too close, I have sapiens.",B,crowd_winner,Two woolly mammoths are talking in a cave. One of them has cavemen on top in a battle.,Cavemen are battling on top of a mammoth.
50ed5db19aa9e78eaf92a1166b4db581,He's brooding again.,I do the night shift,A,official_winner,Two women are sitting on a couch in a living room. A man is sitting nearby on top of an egg.,There is a huge egg being used as a chair.
7b4c43c119bb1be8f90862d0b9866f33,Who would have thought they'd actually give money to a bank!,"Tell me again, what is this supposed to stimulate?",A,official_winner,A bunch of men are carrying money in carts or in briefcases. They look very happy.,There are men with lots of money in wagons and other things.
20c0ac6eb195f36e34e66843ebd5760f,We need to screen our organ donors more closely.,"I like it, but can you do something about the hiss?",A,crowd_winner,A priest is looking at a woman playing an organ in church. There is a radiator on top of the organ.,The radiator is humongous.
0e6b1806fc1d924d9d9ff4473aff8f2e,Marco!,Scoliosis.,A,official_winner,A man and a woman are lounging by a pool in their backyard. A sea serpent is popping out of the pool.,Sea serpents don't live in in ground pools.
437839e893546a001038562a31bec5d0,They must enforce the deportation law now.,It's not a menu. It's a first aid guide for burns.,B,official_winner,There are two couples at a restaurant. In the background one couple is looking at their menus while seated at an oven and stove instead of a table. The man is talking. In the foreground the other couple is busy cooking their dinner on the same stove they are seated at.,It is unusual for people to be seated at stoves instead of tables. It's also unusual for people to cook their own food at a restaurant.
12b889c976f6bc178f7fc98a6fca6ed7,She's showing Schroedinger why he's both dead and alive.,You want to impress me? Drive to the store and get me more beer.,B,official_winner,"A woman appears to be teaching a cat man using a chalkboard and a pointed.  Behind them, a man is sitting at a table drinking coffee and looking at a dog peaking its head above the table",It's unusual to see a person attempting to teach math to a cat
7e55ca6388d29977b512e1ab0b28687a,It's a merger case.,xylophone...why do you ask?,A,crowd_winner,Some men are all carrying a briefcase. It is big enough for three people and they are all carrying it.,There is a super-sized briefcase that is long and all three men are carrying it.
6f3362f774625b30a4bd073045f908a7,Are we all here for the same audition,We have to stop eating the seed money.,B,official_winner,Parrots are having a meeting in a room. There are parrot pictures in the background.,Parrots are not this organized to have meetings in rooms.
6358b9d19537c03b6361a4981e076aa0,"Honey, I told you the whole world is headed to the Cape this weekend.","Gosh, the Tom-Tom really won't carry the weight that an atlas would.",A,official_winner,A car is driving down the road. It is being blocked by a gigantic globe.,The globe is huge and in the middle of a road.
9f8ffcd7e75a3e90df8410828e7b1092,It looked grander in the brochure.,He only plays when I’m on hold.,B,official_winner,A man in his pajamas is setting on his bed and talking on the telephone. Near the bed a very tiny man is playing a tiny piano. The man on the phone doesn't seem to be paying him any attention.,The man on the piano is unusually small and no person could be that tiny.
c58f67410c8d6a5c1d0bee1739d3e920,Haven't sighted land yet!,Throw us a doughnut!,B,official_winner,People small enough to fit inside a cup of tea are about to drown. They are on a ship that is sinking inside the tea.,People are not small enough to be inside a cup of tea.
87f668fb34f88af0ab7389cb74bde3ad,"Dogs have masters, cats have servants",Maybe it's time we had a kid.,B,official_winner,A cat is crowned king as it sits on its throne. Its owners surround him with happiness.,Cats are not kings.
9eec6db9ff2be19ec4f32244f664f665,"Oh sure, when a MAN does it, suddenly it's such a big deal!",And to think they said we couldn't have kids past 40.,A,crowd_winner,"A man is sitting on top of a large egg while two old ladies are looking on from a sofa. They all sit in a living, surprised by what is happening.",Men do not lay eggs especially as large as this one.
be9c0394bbdd9164b11c16a3e26e1b85,I’m just curious—what’s your excuse?,"You guys all have nine lives too, right?",A,official_winner,A cat has jumped off a cliff. A bunch of rodents or lemmings also jumped off the cliff.,The cat is falling off the cliff with the rodents. The cat is pretty dumb.
df5c2c13a82a2170b4fddb45eed3a42f,"Sorry, kid, but this is the corporate ladder.","Wait until the congressional recess is over, kid.",A,crowd_winner,"Some people are at a playground. The adults are going down the slides, and one of them is talking to a child.",It would normally be the kids playing on the slides.
b36ede6d32984a7040db82fc60a0624a,Because I had my second shot this morning,Honey can you close the door? I'm in a meeting.,B,crowd_winner,A person is working outside with a desk in the middle of the sidewalk. People walk around to pass them as they are wearing masks.,The person with the desk is causing an obstruction on the sidewalk. People also don't usually work on the sidewalk.
787729446eab7a48f62a55fb1cbbc1db,The de-claw was bad enough...now they're rubbing it in.,"Get adopted,"" they said. ""It'll be fun,"" they said",B,crowd_winner,A couple is playing with a beach ball at a pool. A cat is on the beach ball.,There is a cat on the beach ball. A beachball could not hold that cat.
bbca417a44db53b102f59e19c21953b2,"If I can make it here, I'll make it anywhere!",Remember when he was just a humming bird?,B,official_winner,A bird is in a tree wearing a hat and playing the guitar in a nest. Two birdwatches watch him from below.,The bird is playing the guitar. Birds can't do that.
41335f0990d846dabab98ecc41fcc8f0,It's our annual 360-degree evaluation day!,Not a care in the world...except stilettos.,B,crowd_winner,A man is relaxing on a city street. Others are going about their business and stepping on him as they pass.,A man is just laying in the middle of the sidewalk.
eb96be960c26bcc8e54f20c730ea27cc,"Sorry, but you know how spring brings out the slow golfers.",I'm afraid he's started refusing all conditioners.,B,official_winner,A hairy man lays in a hospital bed as a doctor walks in with a woman. The woman and doctor both look shock.,People don't stay in the hospital long enough to grow out their hair that much.
89739bcfa5aef9a406ca0113ddd694f8,I remember this being a lot more fun in the '60s.,I say we start the meeting without him.,B,official_winner,There are dozens of people crammed inside of a small office. The boss of the company is sitting in his chair.,there isn't usually a large number of people crammed into an office like this.
e6de3ff80028fd4108b2bcef7a71b1a1,This is the most advanced case of Surrealism I've seen.,Don't you worry - it's nothing a four year old can't fix.,A,official_winner,A body in three parts is on an exam table in a doctor's office with the body's arms crossed as though annoyed. The doctor is looking at the body with his mouth wide open as if he's shocked. He has a clipboard and looks like he paused in the middle of writing.,"It is strange to see the body split into three parts, but still appears to be functioning given the position of the arms and legs."
34dfd8efa071da453d728ee75575f3c4,Get your Prime here.....instant delivery and no annual fee.,"If you want cheese, you'll have to stay on until 59th Street.",B,crowd_winner,A man is BBQing on a subway car. A man in a business suit looks at him weirdly.,There is a man BBQing in a train car. BBQing is done outside.
4de1bcee5b34c6432f5b6ce7eaf25fa4,"It autocorrected to ""hula"".",Let me guess. You were a priest.,A,crowd_winner,"A female angel is listening to a male angel talk. Her halo is normal sized, while the man's is at least 4 times larger than hers. They are both surrounded by clouds.","It's unusual to see a halo that is as large as that of the male angel's. Additionally, angels aren't typically depicted with looks of longing as seen on the female's face."
0887f457d19fb406050ab3fe8a23a4d4,The non-invasive procedure was inconclusive.,"Well, you are sixty-per-cent water.",B,official_winner,A doctor and a man in a submarine suit visits a patient in bed. The patient and doctor are having a conversation while the submarine suit is standing stoic.,The submarine suit is out of place because this takes place in a bedroom.
c15637882a61c8e2bbcf290e5a022f1d,This is the most advanced case of Surrealism I've seen.,Don't you worry - it's nothing a four year old can't fix.,A,official_winner,A body in three parts is on an exam table in a doctor's office with the body's arms crossed as though annoyed. The doctor is looking at the body with his mouth wide open as if he's shocked. He has a clipboard and looks like he paused in the middle of writing.,"It is strange to see the body split into three parts, but still appears to be functioning given the position of the arms and legs."
9db5f84b79ceed241a9166da40208ad2,Now let's you and I and Rocco talk about my fee,That rash will need constant monitoring.,B,official_winner,A doctor is with a patient. A detective or mysterious man is behind the doctor.,There is a shady guy behind the doctor. Doctors don't allow these people in the office during consultations.
c1460b5365b60c60395a15f239173071,"And best of all, it will never show a wrinkle.",She'll appreciate you're wearing protection.,B,crowd_winner,A knight is staring at himself in the mirror. A man in a suit talks to him.,There is a knight in modern times looking in a mirror.
c1bbfe70cf9d14ea9e71a646ae3396fc,Marco!,Scoliosis.,A,official_winner,A huge sea dragon is in the pool. A couple is relaxing in the pool and on the side.,There is a sea dragon in the pool. They are imaginary and usually would be in oceans in fables.
cd29d6205e3851fef8a43b26de5fd5c6,Is this your first visit to Minnesota?,"You HAD to ask, ""What else could go wrong?",A,crowd_winner,A woman is being attacked by human-sized mosquitoes. A man stares at her. They are outside.,There are gigantic mosquitoes carrying the woman away. Mosquitoes are tiny in real life.
2c30465e8c1bbf9b001142dc4ddde938,Have you met the Joneses? They were at that rally too.,"Grammatically, indeed it IS sleep with the fish, not 'fishes'.",B,crowd_winner,"A woman is at a party holding a drink. She is addressing two other people, who are tied up and standing in buckets.",People are being held captive in public and no one is doing anything.
8dfba1954fc0437cf47014d28bc91b9b,"Remember, we present to the Emperor tomorrow at 11.",Another diversity exercise gone horribly wrong.,A,official_winner,There are a bunch of naked people in an office. They are taking notes. A naked man stares out the window.,All the people are naked and not wearing suits in an office.
fd6fc413857625db2e142249ba8d9b2a,"When the music stops, nobody knows.",I liked my old spin class better.,B,official_winner,A woman is doing her laundry at a laundromat. The machines are all full.,The machines are full of people.
7a67baeaf2bbe0dbf837583f8ffdbeac,"Well, you said whatever turns me on.",I need someone without baggage.,B,official_winner,A man wearing suit is sitting at the bar with a paper bag on his face with two holes for his eyes. He is starring at a woman sitting next to him who looks to be smiling and having good time.,Man with paper bag on his face is the most unusual thing in the picture.
33a3b636ad773d338befab64deaa8bf2,"He is very skinny, has a lance, but he is completely harmless.",If you want to get into this property you will have to move fast.,B,crowd_winner,Three people are talking near a windmill. There is a huge hole in the ground. This looks to be a huge miniature golf course.,The tiny people are on a huge miniature golf course.
a36585c03c5bd8152cac18df0a3b4679,Our conflict-resolution seminar ended a bit early today.,The new retirement plan is fully comprehensive.,A,official_winner,"Two men are in an office discussing something at a desk. Meanwhile, another man is being chased by others, who are trying to kill him with various weapons.",There is an attempted murder happening in this office.
b01752d17610219ed635a3df72920b89,It cuts down on the yelling and splashing.,I'm making the Flindermans next door pay for it.,A,official_winner,Some people are around a pool. The pool is filled with a giant beachball.,Beach balls are not that large.
ec6c393319c1adee3121aa6d8bcc86e2,Any idea how he gets out of that truck?,Should we try that new place in the corner?,B,official_winner,A man and woman are relaxing in their living room on the couch. The woman is reading a book and the man is watching TV. In the corner of the room there is a food truck with a man working inside of it.,There is a food truck in the middle of someones home rather than being out on the street where more people are.
bfeba81d23d9ddfa2699fd2b3640f504,So sue me.,Too late?,A,official_winner,A doctor is washing his hands for surgery. There is a man halfway through the door with his torso stuck.,A man is busting through a door.
3e621e8b99e5611bf9b60833d09cf88d,"Your Honor, permission to join the witness.","No, we don't care to see the ""long"" of it.",A,official_winner,"Inside a courtroom, a man is in a hot tub with a bottle of beer in his hand. A lawyer is holding bathing shorts as the man looks embarrassed.",It is unusual for someone to be in a hottub during a trial. the witness usually sits with a suit on.
caac28e80517749e011e1a7b42e2cadd,Have you been waiting long?,He’s pro-afterlife.,B,official_winner,"Four angels are sitting on clouds and one angel is flying above them. They are all looking at another angel standing on a platform that reads ""vote for"" and he's talking into a microphone. None of the angels listening to the man seem to be very happy.",It's unusual to think of angels having elections where they have to campaign using devices like a microphone and elevated platforms.
a70decb8f48d4d1c5eae589b72ad6697,"Sorry, I can't help – they're an endangered species.","To be fair, Martha, you did just kill one of their kids.",B,official_winner,A woman is being attacked by human-sized mosquitoes. A man stares at her. They are outside.,There are gigantic mosquitoes carrying the woman away. Mosquitoes are tiny in real life.
b5f429e3b9751e997caad61adf1dc177,John asked God to reincarnate as a retiree in Florida,I guess membership does have its privileges.,B,official_winner,"There are two angels watching another angel, who is carrying a golf bag with golf clubs in it and an outdoor charcoal grill.  The angels are surrounded by clouds, and the flying one is in front of large gates.",Angels typically aren't depicted with golf clubs or grills. There isn't a golf course or back yard for these items here.  Religion often presents the afterlife in a more serious way.
c22a5bf95a4e965ff4a9ac3fd509726f,Is this the lobby?,"No, you come in on four.",B,official_winner,A man is waiting for the elevator in a building. Two men with big tubas are getting off.,Nothing really seems out of place.
3680c19e0ad6c3065094a560fd28cd36,"All in favor of going to the sale at Saks, raise your hand.","Who else found Gary's report a little too angry, white, and male.",B,official_winner,"There is a boardroom with several people sitting at a conference table.  On one side of the table are several men seated with hands on the table.  On the other side, and at the head of the table, are several women with one hand raised.","Only women in the scene are raising their hands, while the men are watching, seemingly confused."
4b7b16b514cf01b3363c07be40ad4f86,Must .... kill ... dog.,Must....return....new....puppy...,B,crowd_winner,A man is sleepwalking in a kitchen. His cat is watching him from the counter.,There is a bright light shining from the cat's eyes.
808da7eb6cb75f9452233d26cb4afbcd,"Excuse me, Miss, my eyes are down here.",It just grows when I get excited.,A,crowd_winner,"A female angel is listening to a male angel talk. Her halo is normal sized, while the man's is at least 4 times larger than hers. They are both surrounded by clouds.","It's unusual to see a halo that is as large as that of the male angel's. Additionally, angels aren't typically depicted with looks of longing as seen on the female's face."
640cb5665bdbfca2250298efe614ad7f,The listing did say kitchen to die for.,The hardest part is keeping it off.,A,crowd_winner,"A couple is looking at various traps set out in the kitchen. There are bear traps on the floor, spikes, and the fridge is chained up.",Everything in the kitchen is booby-trapped or locked.
b1daaa5d37f5d5c1533a5d3db847d36b,"FEMA here. No, we haven't had any substantiated reports of earthquakes.",Thirty percent on car insurance is great but I'm a little busy right now.,A,official_winner,A desk and man and a bunch of papers are in the air. It is inside an office.,There is a man in the air with furniture. Something happened like an earthquake to cause that.
631568da008e360d1793a0acc53c37fa,WebMD says that it's not a side effect.,"Great, now they all want a scarf.",B,official_winner,Two people are inside a house. A woman stares out the window. There are a bunch of snowmen with hats and scarves staring at them.,There are a ton of snowmen outside staring through the window.
769f6779f79d8f1271aa507b4a79d5f7,Relax! It just smells the other car on you.,At this price she'll run right out of the showroom.,A,official_winner,A couple is at a car lot when a salesman shows them a hideous car. the care has cat arms coming out of the tires and cat eyes for headlights and razor sharp teeth.,Cars do not have cat body parts coming out of it.
dab9c4574e35b662262efc79b4bb4736,Have you tried turning it off and back on again?,The Vice Presidential selection committee is upstairs.,A,official_winner,"A scientist in his dungeon lab. There is a creature strapped to a table, and a third man talking to the scientist.",Nothing stands out as out of place.
7c2a2445d800aa238e5b6b0704c3cbd1,"I don't know why, but my neck suddenly feels better.",The doctor says they'll be gone in a few million years.,B,official_winner,Two large mammoths are standing next to one another (mirrored). The mammoth on the right has seven small cavemen on top of it with spears and the other mammoth is sitting down.,"Mammoths were large, but not large enough to have humans look like fleas when standing on the mammoth. The scale of the two makes this unusual."
8ba4439ccce86dbe3788479ad2e45bd4,"In order to truly master the art of fetch, you must understand every element of the process.",Don't you think Rusty's gotten a little grand since he started wearing that radio control collar?,A,official_winner,Three dogs are out in the wild playing fetch. Two dogs are waiting patiently for the stick to be thrown. The third dog is standing on its hind legs and throwing the stick.,A dog is standing on its hind legs and throwing a stick like a human would.
4fb675723e2f27b5eb28f22369f936dd,"It's great to see you, but we can only stay about fifteen seconds.",We couldn't remember if first anniversary gifts were paper or iron.,A,official_winner,"A man and a woman are greeting their neighbors and letting them in. The neighbors are carrying a huge, lit bomb into the house.",There is a large bomb about to go off.
8d8d4b711f8ef474cecdae2b39d5718d,"By golly, Detroit is back!",Cherries are optional.,A,official_winner,"A car manufacturing factory is operating. As cars are moving down the line, a giant nozzle from the ceiling is spraying each car with a giant glob of cream on top.",This is not how cars are made. Cars don't need cream on top of their roof and such giant nozzles are rarely used.
2c41d1c39d2eb7a45cec0041b89e49b7,I always wake up dreading the morning.,I think we knew each other in a previous life.,A,official_winner,A bacon therapist is having a therapy session with an egg. The egg is telling the bacon its problems. The bacon is writing things down.,There is an egg and bacon talking and in therapy.
5d24192cdae48be18ee70b4ce4572494,Now don't you wish you hadn't done so many helium shots?,Now I think we are both having trouble with our inner ears,A,official_winner,A couple are in their bedroom at night. The woman is in the bed under the blankets. The man is upside down with his back on the ceiling.,The man is stuck on the ceiling somehow.
987eb54602266a8fa8c2e72d57845e96,"Regime change is never easy, dear.",I told you not to claim three.,A,official_winner,A couple are sitting in a living room together.  Outside of their windows are several soldiers and a couple tanks.,It's unusual to see the military deployed utside a middle-aged couple's house
2bd250533541267d06a402335c273340,He should hire a manicurist if he wants a parrot cure.,"Well, it's not my fault booty revenues are down this quarter.",B,official_winner,A group of people in a meeting with parrots on each of their shoulders. They are talking casually while one guy does not have a bird on his shoulder. He has his arms crossed.,People don't show up to meetings with birds on their shoulders. The birds would fly and cause disruption.
c20116b27daba07e35ae06eae9f9e338,"Back in my day, kids had a little respect for the law of gravity.","There, there Sonia, I'm sure it's just a phase they go through.",A,official_winner,"A man and woman are walking together down a hallway, possibly inside of a school. All around them there are children walking on the walls and on the ceilings.",Children are able to walk on the ceilings and the walls.
d351023264477b06205cdec74bf7e5fd,Complain all you want but I haven't lost a bathroom key yet.,Just a little insurance in case Trump is wrong about global warming.,A,official_winner,There is a coffee shop with a pirate at the register who is talking. His employees to the side are busy pouring coffee for customers seen in the foreground. One employee is having to reach around the end of a giant anchor which is leaning against the wall and reaches the ceiling.,It is unusual to see a giant anchor in a coffee shop.
a5ebb5d1153a0a4fe1379903dbcd5ff1,"I know it looks painful, but it really helps my anxiety.",Someone came to school with humans. Now we've all got them.,B,crowd_winner,Two very large mammoths are facing one another. On the back of the mammoth on the right there are 7 tiny cavemen trying to attack it with spears. The mammoth looks mildly annoyed by it.,The mammoth is large enough for 7 people to fit comfortable on top of it and their weapons are having no impact on it.
c67bd3a5aabafdcd6699b0111d546cb4,No one understands the kind of man that I yam.,I should have stopped after the Botox.,B,official_winner,There is a man in a suit sitting next to a Mr. Potato Head at a bar. The man in the suit appears to be the one talking and is facing Mr. Potato Head. Mr. Potato Head is faced forward and possibly unable to close his open mouth.,It is unusual that a life-sized Mr. Potato Head is at a bar.
7690369493ca730e62da556585bcab99,Keep in mind the neighborhood is expanding.,"Just don't open the windows, you'll die.",A,official_winner,A realtor is showing a house to a couple. Outside you can see the stars and planets. The house seems to be in space.,"There are planets visible outside. They are huge and that is not possible from Earth, so the house is probably in space."
395276e67bdeea42fa3b6de799beaf69,It's for our retirement. Harold always takes things so literally.,It's just a loaner until we get the crack fixed in the old one.,A,crowd_winner,A man is sitting on a giant egg. Two old women stare at him. They are in a living room.,The man is sitting on a gigantic egg. Eggs are not that big.
c5fe1d1c5f9914633667fb3b69049f14,"Don't go anywhere, Charlie's Fallen Angels is on at 8.",But before we head down... a short fire-safety video...,B,crowd_winner,A bunch of naked people are standing around looking at a TV. A devil is hanging out in the background.,"Everyone is naked, there is a TV in a cave, and there is a devil."
8590edda556141dbb55ddc6a19bb9c6d,"I don't care what your ancestry results said, you look ridiculous.","They""re fully booked, and you really think this is going to get us a table?",A,crowd_winner,A woman and a man dressed as a king are walking down a public sidewalk. Everyone else is walking casually as well.,Kings are never alone and are always surrounded by security so to see a king walk with only one person is unusual.
ee4849badeffc9fe875ac45b623148a7,"Yes, our research and development is sponsored by Prada. How did you know?","It’s a pretty good aircraft, except that it keeps nagging you to ask for directions.",B,official_winner,A jet plane has legs like a woman with high heels. The pilot is seen climbing aboard while a traffic controller waits for the signal.,Jets do not have human legs.
489a1b4ab352ce22c2e14fe649e49cf7,"As an icebreaker, let's all share one interesting thing about ourselves. I'll start.",And in case you were wondering what I do when not working on string theory ...,A,official_winner,"A man is having a TED talk. He is literally pointing to a picture of Ted, which is him dressed up in women's clothes. People are staring at him.",The man is dressed in women's clothes.
ed7144498d2197ffec5096dfea88ff74,I love his bedtime routine.,"So, a toddler walks into nine bars.",A,official_winner,A baby in a suit is giving a speech in his crib as his parents look on. the mother looks happy and the father doesn't have an expression on his face.,Babies do not give speeches especially those still in their crib.
6db0de8449789b3b07868979e2a5e148,I'm your fairy god plumber.,Psst. I just passed gas. Cloud gas.,A,official_winner,A man is in bed. A fairy woman comes by with a toilet plunger and a bottle.,There is a fairy with a toilet plunger and bottles. Fairies don't bring these to people.
