sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
55d1ae9e380c13f77636fa19c8d1c4c6,NYCC train 55d1ae9e380c13f77636fa19c8d1c4c6,The operation went well—you're one tough cookie.,We don't usually see this at this time of the year.,Joke A,crowd_winner,There is a gingerbread man in bed at a hospital. He is huge. He is surrounded by a doctor along with bakers.,There is a human-sized gingerbread man in a bed at a hospital.
01656351d64810322538d89baa3c37ea,NYCC train 01656351d64810322538d89baa3c37ea,This is why I didn't want a Monday night appointment!,I've heard of live in-game analysis but this is ridiculous.,Joke A,official_winner,A group of men are watching a football game while someone is havign therapy in the background. The person having therapy is a woman who seems upset.,People do not have therapy while others are watching a game in the same room.
6a97babf2b15cfd61cda132c64f35413,NYCC train 6a97babf2b15cfd61cda132c64f35413,"I'm surprised you can ghostwrite for him. I've only heard him say, ‘Fee fi fo fum.’","Yes, Walter, Gulliver has been good to our family--but this is three weekends in a row!",Joke A,official_winner,A man and a woman are in a room with a regular looking bookshelf and regular sized books on the wall. In the middle of the room the man is pointing to text written on a giant open book which covers the entire floor. He is talking while the woman watches from the doorway.,It is unusual to see such a giant book.
0eea5c8ea9b27be796f4f16cea5a1c45,NYCC train 0eea5c8ea9b27be796f4f16cea5a1c45,"Well, that's embarrassing. How long has it been there?","Sea World has the nerve to call this ""a promotion""?",Joke A,official_winner,Two sharks are facing each other underwater. One of the sharks has a man standing on him.,The shark is not chomping the man.
53030b89b6b0ceb87beb1311e574b879,NYCC train 53030b89b6b0ceb87beb1311e574b879,How do I know that you are Inspector #18?,I'm just glad we don't make lingerie.,Joke B,official_winner,"Two men are talking in a factory. One looks to be the boss, and the other is apparently Groucho Marx. They are manufacturing Groucho Marx gag disguises, which are on the conveyor belt.",The man looks like the product he is making.
28cbc1753873013ec6ecdc930d079ec4,NYCC train 28cbc1753873013ec6ecdc930d079ec4,Don't worry. It won't last.,It always ends in tiers......,Joke B,crowd_winner,There is a man in a tuxedo who is frowning while looking at a cake which is topped with figurines of a marrying couple. The cake also shows a face on the bottom tier which is looking at the man and talking.,It is unusual for a cake to have a face on the side which can talk.
285e9983ebc35ceff662dc6b61e2cc7e,NYCC train 285e9983ebc35ceff662dc6b61e2cc7e,I got the books by the pound.,Isn't Airbnb great?,Joke B,official_winner,There are a few cages in a kennel. Humans are inside two of them.,Humans don't belong in kennels.
574f3655c7db0013f618659844ca1b2b,NYCC train 574f3655c7db0013f618659844ca1b2b,I know you're not listening to me,Solar panel sold separately.,Joke B,official_winner,A man and woman are in the desert. They're doing their laundry as the sun beats down on them.,There is a washer in the middle of the desert.
963c9ff22031f2e81c7a1b969479762f,NYCC train 963c9ff22031f2e81c7a1b969479762f,"I only needed one, but Costco makes you buy a whole case.","And after this I'll teach them what, where, when, why, and how",Joke A,crowd_winner,There are a ton of owls on a desk in an office. A man is behind them. A woman stares at them.,Owls are outside birds. They do not sit on desks together like this.
84984d2d98b5472c42d9a4c0722e532c,NYCC train 84984d2d98b5472c42d9a4c0722e532c,"Comrade Zinkov, I would prefer that you spy looking through windows and listening through walls.",Now I'm not so sure that tomorrow's Windows upgrade will increase office-wide productivity.,Joke A,official_winner,A man is looking through a telescope in an office at a wall. A man stares at him in the doorway.,"The man is looking through a telescope at a wall, not outside."
8a875612445a7ebbed2dcb39051a4e56,NYCC train 8a875612445a7ebbed2dcb39051a4e56,Those better not be my good rocks.,"To get to the upper floor of what, exactly?",Joke A,crowd_winner,A caveman is on top of some rocks piled up. A cavewoman looks at him from below.,The caveman is on top of a rock tower.
35b4c756c761a797498a53edad8d2b24,NYCC train 35b4c756c761a797498a53edad8d2b24,I would prefer to go out the way we came in.,It doesn't look like an endangered species.,Joke A,crowd_winner,Two chefs are inside a whale or other animal. They are upset and carrying utensils for cooking.,"Chefs are inside a whale still alive, which is impossible."
23dde12a029af3657a2e4a41891c7776,NYCC train 23dde12a029af3657a2e4a41891c7776,And at what point did they threaten to beat the stuffing out of you?,"Ah, I was wondering what my secretary meant by 'barely legal'.",Joke A,crowd_winner,A judge is presiding over a courtroom. There is a lawyer questioning a teddy bear in a witness box.,There is a teddy bear in the witness box. Inanimate objects can't give testimony.
076c45c27332893b0d84ee871b4062b0,NYCC train 076c45c27332893b0d84ee871b4062b0,My company rehired me as an outside consultant.,"The hookers will arrive shortly, sir.",Joke A,crowd_winner,"A woman is looking out her front door. There are lots of people on a sidewalk, and there's a man behind a desk in front of her house.",There's a desk in the middle of the sidewalk.
8f1fd7c0224d95f402c9a5cce534c49e,NYCC train 8f1fd7c0224d95f402c9a5cce534c49e,And where do you think you're going with those curtains?,"Nothing personal, Anne. I just can't handle Type A women anymore.",Joke A,official_winner,A woman is alone in her bed. A vampire is holding up his cape and is either entering or exiting her closet.,A vampire that looks like Dracula is in a woman's bedroom.
2153d89381a83aab91002e7c9ee0becc,NYCC train 2153d89381a83aab91002e7c9ee0becc,"Oh, you'll laugh. They all laugh.",'Fess up now or I call in the mime.,Joke A,crowd_winner,There are two police detectives in an interrogation room standing and looking down at a suspect who is sitting at a table. One of the detectives is in full clown makeup and wig and he is holding up a balloon animal in his hand. The other detective is talking to the suspect.,It is unusual for a detective to be wearing clown makeup and wig and holding a balloon animal.
be22e342766aa90927495b3e4d5b43e5,NYCC train be22e342766aa90927495b3e4d5b43e5,"No matter what, don't run.",I recommend the trout.,Joke B,crowd_winner,A bear is in the waterfall. Two salmon jump out of the waterfall and talk to him. The bear looks at them.,The salmon are talking to the bear.
5f8ab7211b4537844f819c0577c9dba8,NYCC train 5f8ab7211b4537844f819c0577c9dba8,He vanished into cloud computing.,I need to confirm a reservation.,Joke B,official_winner,There is a business table and someone on the phone. They are looking at a painting of stairs going up to heaven.,There is a huge painting of stairs going up to heaven.
ab5b33ba5d05e85884eff48179901313,NYCC train ab5b33ba5d05e85884eff48179901313,I can't go. I've been elected queen.,I think we should start seeing other people.,Joke A,crowd_winner,A man's head is in a bee hive. A woman is staring at it.,There is a man's head in a beehive staring at a woman.
5310a5676f76c058944c4069da2b5623,NYCC train 5310a5676f76c058944c4069da2b5623,Says he fact-checked her book....,"""MEET ??"". I heard ""EAT"".",Joke B,crowd_winner,"There is a book signing scene where a woman with glasses sits behind a desk with a stack of books and ""Meet the Author 2 pm"" sign next to her. There is a line of people holding books leading up to the author and at the front of the line is a big dinosaur with an angry look on its face.",It is unusual for a dinosaur to be in line at a book signing.
fa0ec74476b812d0d4113304239ffe55,NYCC train fa0ec74476b812d0d4113304239ffe55,You should be happy. How many husbands even notice window treatments?,"In truth, Ferdinand's always been more Picasso than Cassatt.",Joke A,official_winner,"Two anthropomorphic cows are having tea on the couches in their living room while a bull looks into their window from the outside. It sees a red curtain and goes berserk, bashing through the window.","Cows can't have tea and a conversation, The bull is very random too coming from nowhere and in reality the color red doesn't make it mad, but the motion of the fabric."
0582187facddc9b14e10428b1c71a594,NYCC train 0582187facddc9b14e10428b1c71a594,"At one point I had them in a semicircle, but it gave people a sense of equality.","Good job, Wilson. At this rate you'll be promoted to second chair in 93 years.",Joke A,crowd_winner,There are two man in a large office. The man behind the desk sits at the far end of the room by the window. The other man in the foreground sits at the back of a row of chairs from a distance. It appears that the man behind the desk is talking.,It is unusual that there is a row of chairs in an office and that the man is sitting at the back of the line.
bc44ddf3e1579bce6edd835be4930685,NYCC train bc44ddf3e1579bce6edd835be4930685,I'm not hiking. This is art.,Because it's not there.,Joke B,official_winner,A man in climbing gear is climbing nothing but air as another man watches on. There is nothing in the back ground or on the ground.,It is impossible to climb onto nothing.
ca2a5e1f74a8eff7cded37adf23077b6,NYCC train ca2a5e1f74a8eff7cded37adf23077b6,They say Venus will be unusually close this year.,Just be glad he's not wearing his kilt today.,Joke B,crowd_winner,There is a couple sitting in their backyard in lawn chairs looking up. The woman is talking. Up in the sky is an upside down world where another man waves down at the couple from his own backyard.,It is unusual that there is another upside down world which mirrors the other world.
bcd3a173d62cbf80efdee3cf34c64a05,NYCC train bcd3a173d62cbf80efdee3cf34c64a05,Is this business or pleasure?,Next week I pick the fantasy.,Joke B,official_winner,There is a bedroom with a table in front of the bed. It looks like two routers are on the table. There are six people in the bed staring at it.,There are a lot of people in one bed. They are also fully dressed.
5b53dcc76dbaa022752d2b6b8f3f39a5,NYCC train 5b53dcc76dbaa022752d2b6b8f3f39a5,How long can we maintain this balance of power?,I think this hammock would be perfect in the dungeon.,Joke A,official_winner,Two royalty people are in a hammock together. A guard stands outside asleep.,The way they are in the hammock is ridiculous because hammocks were never used by royalty.
b29687a7274ea9525e5702e9e89d26e3,NYCC train b29687a7274ea9525e5702e9e89d26e3,The moat will be extra.,"Sweetie, mommy needs to pee.",Joke B,crowd_winner,A kid makes a sand very tall tower with someone inside of it. This takes place at a playground.,It is not usual that kids make sand towers over 6 ft tall and there wouldn't be enough sand from the sandbox.
4dd17e0c00bab487599d35bba33fe334,NYCC train 4dd17e0c00bab487599d35bba33fe334,How much worse could it get?,I do love a good twist.,Joke B,official_winner,A grim reaper is giving lemons to a couple. The man is talking to a woman.,The grim reaper is giving food to people. He normally just kills people.
b011b213becfc084c2f20a5cfd8d9e08,NYCC train b011b213becfc084c2f20a5cfd8d9e08,"Damn it, I'm a brain surgeon, not a rocket scientist!",His country club is raising its greens fee again.,Joke A,official_winner,Some surgeons are in the OR. There is a missile on the operating table.,Missiles can't be operated on like humans.
5aea1a0ae02b871ce3bcf59dc2d89949,NYCC train 5aea1a0ae02b871ce3bcf59dc2d89949,"Don't worry, we've got a killer strategy.",Who'd have thought they'd get you for tax evasion.,Joke B,crowd_winner,A lawyer is with his client in a courtroom. They're having a conversation.,The client is Death.
c12dc054ad0d2e0b447a6280d3efbefa,NYCC train c12dc054ad0d2e0b447a6280d3efbefa,"O.K., now do a tragedy.","Okay, okay...size matters!",Joke A,official_winner,"In an office setting, two sock puppets are standing on top of desk chairs facing a person behind the desk.  The people using the puppets are hiding behind the chairs the puppets are perched on",It's unusual to see people operating sock puppets in an office setting
4dcdff969cb7f89d481ee3115c563cda,NYCC train 4dcdff969cb7f89d481ee3115c563cda,"Come on everyone, we need to choose 3 finalists for this week's caption contest!",Have you considered writing this story in the third monkey rather than the first monkey?,Joke B,official_winner,"A man in lab attire is sitting in a room with several monkies.  Most are in cages, but one of them is in front of a typewriter",It's unusual to see a monkey operating a typewriter
8f46ff29db31161cda7055ae25eae6b6,NYCC train 8f46ff29db31161cda7055ae25eae6b6,I thought you said the cloud was secure.,You're just in time for a urine sample.,Joke A,crowd_winner,Jack climbs up the beanstalk and interrupts a meeting up in the clouds. Someone is hosting the meeting by talking about a graph presentation.,Meetings aren't held in the clouds.
556000f29429206685f753319c8b4772,NYCC train 556000f29429206685f753319c8b4772,I'm not hiking. This is art.,Because it's not there.,Joke B,official_winner,A man in climbing gear is climbing nothing but air as another man watches on. There is nothing in the back ground or on the ground.,It is impossible to climb onto nothing.
f03c5a6fa3c5e1bba411e3f52914daa3,NYCC train f03c5a6fa3c5e1bba411e3f52914daa3,Why did you think angels had wings?,"I dunno, Angie. Whatta you wanna do?",Joke A,official_winner,Two angels are sitting on rocks on top of a cloud. One of them looks worried.,"It's a pretty standard depiction of heaven, so nothing is out of place."
02fa5a6c19cd9fb6eeff4b9bf16c8544,NYCC train 02fa5a6c19cd9fb6eeff4b9bf16c8544,It's the Heineken maneuver.,I'm a recovering alcoholic.,Joke A,crowd_winner,"A man is laying in a hospital bed, with a beverage strapped to his head, with IVs running into his arms. A woman sits in a chair and glares at him.","IVs are for intravenous fluid, not for beer or soda or whatever other liquid it is."
d03b10a594b5d0d51bb730932f78ee4b,NYCC train d03b10a594b5d0d51bb730932f78ee4b,You dated who?,They've gone viral.,Joke A,official_winner,"There are a group of identical looking Rhinos sitting in pairs at tables at an outdoor cafe each with coffee and pastry. Behind them are two customers, a man and a woman. The man is looking over to the woman and talking.",It is unusual for Rhinos to be acting like people and having coffee at a cafe.
4c28d794a44a880c5e89d1b5e1954f3d,NYCC train 4c28d794a44a880c5e89d1b5e1954f3d,Leave it here. He always comes down for his lunch.,The regular lifeguard isn't seeing anybody today.,Joke B,official_winner,There is a woman in a bathing suit on a beach who is facing a lifeguard sitting on top of a watch tower. Next to them is another tower which is higher still and reaches up into the clouds.,It is unusual for such a high tower to be on a public beach.
2d7708efb713224b43e8a661def9dae5,NYCC train 2d7708efb713224b43e8a661def9dae5,"Frankly, I saw no need for a Plan B.",Oh my gosh--he IS a canary!,Joke B,official_winner,"Some mobsters are on a dock. They have pushed a man with cement shoes over the edge, but he is escaping.","The man is flying away. Humans can't fly, much less with being weighted down like that."
1c5d5b2765d9c3789f4737dbff07b6e3,NYCC train 1c5d5b2765d9c3789f4737dbff07b6e3,I'm afraid the confection has spread.,"Well, the test results were mixed...",Joke A,crowd_winner,There is a gingerbread man in bed at a hospital. He is huge. He is surrounded by a doctor along with bakers.,There is a human-sized gingerbread man in a bed at a hospital.
cea22b675c954c249007fb6c5d8ecfb0,NYCC train cea22b675c954c249007fb6c5d8ecfb0,Your doctor says that he wants you to provide a stool sample.,"They didn't specify which one, but your insurance will only cover half.",Joke B,official_winner,A half man half horse is standing in at a  pharmacist counter. The pharmacist is handing up a bottle of medicine.,There is no such thing as a half man and a half horse.
9d32138f941c02be83680a559c09b521,NYCC train 9d32138f941c02be83680a559c09b521,Still not level.,I see dead people.,Joke A,official_winner,A man is hanging an animal head on the wall in his living room. His wife is standing by with a wine glass.,The lion's head is trying to eat the man.
f2baae117d96e63b401c8b6bccdc8787,NYCC train f2baae117d96e63b401c8b6bccdc8787,A term policy through work. Why?,If I am lying then let God strike me dead!,Joke B,crowd_winner,Two men are having breakfast. A cement block is falling from the ceiling. One man looks up.,A cement block is falling from the ceiling.
55fe4f9d68c50d2df47dd09f38ad8da5,NYCC train 55fe4f9d68c50d2df47dd09f38ad8da5,And for you goats—thou shalt not marry a dragon or ox.,I also picked up the Szechuan Sinai menu on my way down,Joke A,official_winner,Moses is holding up a tablet with Chinese characters on it. People are staring at him.,There are Chinese characters on the tablet (10 Commandments). That is not supposed to be Chinese.
b1c3e92dabfa8ef8ff36dad7215b2224,NYCC train b1c3e92dabfa8ef8ff36dad7215b2224,"Sorry, guys. It's another rejection letter.",According to the data we're still all monkeys.,Joke A,official_winner,"There is a man, I assume a scientist, checking over the writing of several papers that have been typed by a monkey who is sitting at a typewriter. There are a number of other monkeys in cages around the room. They appear to be very sad.",It is unusual to see a monkey is sitting at a typewriter typing. It seems odd that the other monkeys seem to be listening to the story and they all seem to be sad and that one of the monkeys appears to be reading a page.
e5971ed977c907f8275faffbb25cb084,NYCC train e5971ed977c907f8275faffbb25cb084,The IRS can never know about this.,Welcome to Mechanics Anonymous.,Joke B,official_winner,There is a table with papers and cups on it. A bunch of people are laying under the table.,People don't lay under tables like dogs usually.
9b784e5dffbafc8263ec0b969fad3704,NYCC train 9b784e5dffbafc8263ec0b969fad3704,"Call me ""evil,"" but someone ate garlic for lunch.",I wish they would just go back to tapping our phone lines.,Joke B,official_winner,a monster is outside of an office building. A meeting was taken place and everyone looks shocked besides one man.,Giant monsters do not terrorize office buildings.
4ea84574d6c87e1a00bbd0348c68009d,NYCC train 4ea84574d6c87e1a00bbd0348c68009d,He's the lifeguard during high tide.,"It's not the size, it's how you use it.",Joke A,official_winner,"a woman is standing on a beach talking to a lifegaurd who is sitting on a lifeguard tower. next to them is a second lifeguard tower that is very tall: so tall, in fact that it extends into the clouds indefinitely.","It's strange that the lifeguard tower is so tall, because it would be useless if the lifeguard (presumably at the top) needed to save someone."
46a36e31e2407932d23813a39a2792fc,NYCC train 46a36e31e2407932d23813a39a2792fc,You've clutched defeat from the jaws of victory,"Yes, it does look more realistic that way.",Joke B,official_winner,A man is placing a lion mount on the wall. The lion has the man's head in its mouth. The woman is shocked.,The lion is biting the man's head. The lion is supposed to be dead.
a30749d14760e5296737804449ff97a2,NYCC train a30749d14760e5296737804449ff97a2,Well the show's called 'The Bachelor' for a reason!,"I'm not feeling much love, but my arthritis is a lot better.",Joke B,official_winner,Two men are sitting in a living room. One of them has been shot with arrows. There is a baby Cupid sitting next to him.,The presence of Cupid and the fact the man is riddled with arrows.
393eb03c5a236e0a8aca4d7e8db1a792,NYCC train 393eb03c5a236e0a8aca4d7e8db1a792,My eyes are down here.,It covers the cassette slot.,Joke A,official_winner,Five people are standing around inside of a room dressed professionally and holding cups. One of the men has a camera/device strapped around the top of his head. Two of the other people in the room are looking at him.,"In public, you do not see people wearing a camera or device strapped around their head while talking to people."
e7e4a6fb9d32e0dfa562b4a9c9736cd5,NYCC train e7e4a6fb9d32e0dfa562b4a9c9736cd5,I just want to make sure 'mousse' isn't a typo.,I've been wanting to eat out here for years.,Joke A,crowd_winner,A mouse orders from a restaurant. A waitress takes its order as usual. Everyone is okay with this.,Mice are known to be reasons why people leave restaurants so the fact that people are okay with this is unusual.
fbf65e0064597c566cbe2d2e70ccd778,NYCC train fbf65e0064597c566cbe2d2e70ccd778,"Which light, powdery substance shall we try next?",This is why I hate cross-country skiing.,Joke B,official_winner,There are two men crawling through a desert dressed in warm winter attire and carrying snow skis. They've left their ski poles behind but continue crawling through the sand with their skis. One man looks towards the other and is talking.,It is unusual that anyone would be crawling through the desert in winter wear with snow skis.
9659d9e4766948cdbe27e6fa9520599b,NYCC train 9659d9e4766948cdbe27e6fa9520599b,They have a really hard time meeting their quota.,You passed Heavenly Donuts two clouds ago.,Joke A,official_winner,"Two angels driving a police car look on as two other angels loiter and drink on a street corner. The scene is cloudy, which implies that this is happening in heaven","Heaven is an idealistic place where one wouldn't expect police to be needed. Furthermore, the folks sitting on the sidewalk and drinking do not accord with a the platonic, perfect view of heaven --- if things are so perfect, they probably wouldn't need to be drinking."
445001bfcaac2206db781339c3e88101,NYCC train 445001bfcaac2206db781339c3e88101,I'm going to need you to take one small step out of the vehicle,"You know you were breaking the sound barrier back there, don't you?",Joke A,crowd_winner,"There is a rocket on the ground, still smoking. A policeman is there and is writing the driver a ticket.",Somehow the police car has caught the rocket.
90e191d3cdd09daa6fcbe79b131b1eb4,NYCC train 90e191d3cdd09daa6fcbe79b131b1eb4,Two of you have underlying issues.,After you use the restroom we rotate.,Joke A,crowd_winner,There is a triple-tiered therapy chair. The woman therapist is talking to three people on it about their issues.,Three-tiered therapy couches do not exist and therapists do not normally counsel three people at once.
e96f6afb26ddc2a388e896e4d60a44a2,NYCC train e96f6afb26ddc2a388e896e4d60a44a2,"Genetically modified? No, ma'am. Steroid supplements. This Tom was a big Yankee fan.","It's a turduckant""....a turkey stuffed with a duck, stuffed with a young, tender elephant.",Joke B,official_winner,A woman is in a butcher shop and looking at the counter. Sitting on top of the counter is a gigantic chicken or turkey. The butcher behind the counter is talking to the customer.,There is a cooked chicken or turkey that is twice the size of the people in the shop.
c2bd38cc98ee656296f1e582c870d738,NYCC train c2bd38cc98ee656296f1e582c870d738,He's done.,Table for one?,Joke A,official_winner,A number people are eating dinner at a hall. There is a man on stage on a podium talking about a man in a casket next to him.,There is a casket outside of a funeral.
60be2043c9aea2136df27f6c286f3285,NYCC train 60be2043c9aea2136df27f6c286f3285,You’re supposed to be on the other shoulder.,First hell froze over and now this...,Joke A,official_winner,There is an angel and a devil standing in front of a fender bender scene in a residential area. The devil has horns and a forked tail and is facing the angel who has a halo and wings. The angel is talking.,It is unusual for an angel or devil to be driving a car. It's also unusual for an angel and devil to be involved in the same car accident.
0d2939c938b8c7f92bd7f8f6e820ef68,NYCC train 0d2939c938b8c7f92bd7f8f6e820ef68,It says it's time to stop letting the little head think for the big head.,I need you to order all of the 'For Dummies' books on this list.,Joke B,crowd_winner,A man is sitting at his desk in an office. A man that looks like his boss is standing next to him and has a dummy or a tiny person in his hands. The dummy has a piece of paper in his hand that he is holding out towards the man at the desk.,The employee is holding a dummy or unusually small person. It's not something you'd expect to see in a business setting.
2564798cd3604d7ba6f54172b2f72b3c,NYCC train 2564798cd3604d7ba6f54172b2f72b3c,They keep watch on the offshore accounts.,We've found excavation almost impossible.,Joke A,official_winner,Two men stand facing each other on a beach.  Many easter island-esqe stone heats with elvis haircuts are on the beach behind them,It's unusual to see easter island heads with elvis haircuts on them
d33316e1d29e5cd492a1990e0124b0ac,NYCC train d33316e1d29e5cd492a1990e0124b0ac,I guess you could call me an adventure capitalist.,All source documents are history. Don't ask.,Joke A,official_winner,A man in a suit is parachuting from the sky. As he is parachuting he seems to be on the phone and has a laptop on his lap. He also has a briefcase that has opened up and papers are flying everywhere.,The man is dressed like he belongs in an office instead of parachuting. People don't usually wear a suit and bring their briefcase.
43207065132b799380424e67f828286d,NYCC train 43207065132b799380424e67f828286d,"This season, we welcome a new corporate sponsor.","Well, he was tired of playing second fiddle anyway.",Joke A,official_winner,A monster truck is on stage with a group of musicians during a concert. The musicians' things have been destroyed by it.,A monster truck is on stage. They are supposed to be on the road.
022979342fe2e6be94d1b4069d67c7c2,NYCC train 022979342fe2e6be94d1b4069d67c7c2,It's the Heineken maneuver.,I'm a recovering alcoholic.,Joke A,crowd_winner,A man is in a hospital bed. He has cans strapped to his head and lines from it going into his arms. A woman looks at him.,"The man has cans attached to his head in a hospital, which makes no sense."
0d057d0f0ae617bb530de22eeccbfd85,NYCC train 0d057d0f0ae617bb530de22eeccbfd85,"Every breath you take, every move you make, I'll be watching you.",Our parents won't approve; you're Jewish and I'm a Wasp.,Joke B,crowd_winner,A woman is looking at a tree with a beehive attached to it. There is a man's face peering out from the beehive.,It is impossible for a man to fit inside a small beehive.
b8295fc69cec44d81f488dc80a845e21,NYCC train b8295fc69cec44d81f488dc80a845e21,How's that door coming along?,My turn to be the mad king,Joke A,official_winner,Two people are playing in a sandbox. They've built a giant tower.,There couldn't have been enough sand in the sandbox to build that.
4245c41869407e085b062a2ede95e10a,NYCC train 4245c41869407e085b062a2ede95e10a,I would have taken the community service option.....,"Don't worry, Ken's in stocks. You'll be working in bonds.",Joke B,crowd_winner,A man and woman are walking into a building. There is another man in stocks.,The stocks are out of place in this time period.
14d5ed17da53592a6eaf93642d9d7a30,NYCC train 14d5ed17da53592a6eaf93642d9d7a30,This is why I always dress in bright colors.,The NRA rejected renewals from Blue States this year.,Joke A,official_winner,A man dressed in camouflage is sitting in a chair with his feet up (wearing boots) in his living room. He is pointing a gun at the television which has the image of some elk on it. Two women are standing in a doorway and are gesturing and looking at the man.,It's unusual to see someone dressed in hunting attire (camouflage) and holding a large gun at his television set.
7c3ca38fc7631aaf63b939c4e2b577e5,NYCC train 7c3ca38fc7631aaf63b939c4e2b577e5,"Yes, it's hot. But a ceiling fan will only make things worse.","Billy's teacher called, Billy was caught necking during recess.",Joke A,crowd_winner,There are two giraffes in the living room of a house. One giraffe is standing and talking to the other giraffe who is laying across an entire couch. The giraffe on the couch is possibly watching a TV which is seen in the foreground.,It is unusual for animals to be acting like people in the living room of a house.
afc621c0e28f602832d8aabca2517cfc,NYCC train afc621c0e28f602832d8aabca2517cfc,I didn't expect to gain weight on this cruise.,Do you like pina coladas and taking walks in the rain?,Joke A,official_winner,Two men are sitting in a life raft talking. There is a skeleton dressed as a Mexican waitress with them.,There's a full skeleton in the life raft.
2d03ff6764baab8d312f470d677257a9,NYCC train 2d03ff6764baab8d312f470d677257a9,Would you feel more comfortable on the floor?,"It doesn't matter what anyone says, you do have appeal.",Joke A,official_winner,A psychiatrist is her office. There is a banana on her couch.,There is no patient.
171e32664d9265be4934fb35ab4bdc2a,NYCC train 171e32664d9265be4934fb35ab4bdc2a,The ratatouille is good today. I am the owner and I approve this message.,"No, I don't know what wine would complement a peanut butter and jelly sandwich.",Joke A,official_winner,"A woman is sitting at a table in a restaurant. She is reading a menu. There is a podium in front of her, with the waiter speaking into a mic.","The podium belongs at the host station, not by the tables."
5f22c3ee45e7805656224ab2e981a671,NYCC train 5f22c3ee45e7805656224ab2e981a671,Where were you between the hours of beddy-bye and nighty-night?,We're investigating your claim that you're a Steiff heir.,Joke A,official_winner,A teddy bear takes the witness stand as a lawyer questions it. A judge looks on with apprehension.,Teddy bears cannot talk so it would be pointless to talk to it in court.
1e70db1cb33b3a87046b5e755b371bf4,NYCC train 1e70db1cb33b3a87046b5e755b371bf4,Maybe we should try it in reverse?,"Not tonight, Harry, I'm carsick.",Joke B,official_winner,A couple sleep together in a race car bed. They look like they just had sex.,A race car bed is usually for little kids and not adults.
7349a98bf18970a7bf6c9bfb206b27a3,NYCC train 7349a98bf18970a7bf6c9bfb206b27a3,"Yeah, but the weirdest thing was, once he built it, I suddenly felt compelled to give him a list of things to do around it.","I can't place my finger on it, but ever since that car insurance company hired him, he just hasn't been the same.",Joke A,official_winner,Two cave people are in the mouth of their cave. Antother cave person is sweeping a driveway in front of the garage.,There is a garage that doesn't belong in this time period.
44d63ba1b65dd9f4c8925cc664a3ddc3,NYCC train 44d63ba1b65dd9f4c8925cc664a3ddc3,I should have jumped from a higher floor.,My autopiloted car is stuck in traffic.,Joke A,crowd_winner,A man dressed in a business suit is laying on the sidewalk outside. There are a number of pedestrians walking over or around him and they all look upset while he looks peaceful.,Seeing a man in a suit laying on the ground on a busy sidewalk is unexpected and seeing his reaction of not caring how angry he is making people trying to walk is also unusual.
280d4716f0afefd3c44c794109df72e2,NYCC train 280d4716f0afefd3c44c794109df72e2,I think it's just a phase.,I miss my anonymity.,Joke A,official_winner,Two people are having drinks outside. They're staring up at the moon together.,The moon looks like an emoticon.
8a5099306bef2b817771f1ef3965011d,NYCC train 8a5099306bef2b817771f1ef3965011d,Now I know why she calls him Hun.,The third usher fell out of the boat,Joke A,crowd_winner,There is a wedding alter scene with a traditional looking pastor and groomsmen in suits. The bridesmaids and marrying couple however are wearing viking attire. One of the bridesmaids is talking to another bridesmaid.,It is unusual for a marrying couple and bridesmaids to be dressed as vikings.
d54dc5410ab425ba70d00aeabd7651b3,NYCC train d54dc5410ab425ba70d00aeabd7651b3,This is why she shouldn't be allowed to keep her car in her bedroom.,We should tell the G.P.S. people that they changed the off-ramp.,Joke B,official_winner,A man and a woman are laying in bed. A car has crashed through their roof and is wrecked next to them.,A car is crashing into their bedroom.
0992f0f34e70f82d62e47540cc918c32,NYCC train 0992f0f34e70f82d62e47540cc918c32,Could you order me a B.L.T. on whole wheat with a side of carrion?,"Miss Withers, has my doctor phoned with my test results?",Joke A,official_winner,A man is sitting at a table with his hand on a phone. There is a vulture perched in front of him.,A vulture is an unusual bird to have indoors.
5c072a2fd080f20c52f75d4e1234763f,NYCC train 5c072a2fd080f20c52f75d4e1234763f,"Until I recover, let's just assume your prostate is fine.","I guess I didn't explain the side effects, did I?",Joke A,official_winner,"A doctor is in his office and seeing a patient. The patient is in a gown and sitting on a table. The doctor has several injuries, his arm is in a sling, and his head is wrapped in bandages.",The doctor has been seriously injured and has come into work anyway.
2c605603aa22299e51bc02218fc0ebe9,NYCC train 2c605603aa22299e51bc02218fc0ebe9,The committee will ask you one final time: do you come in a 42?,"And now, it seems, we're adding streaking to your list of misdemeanors.",Joke A,official_winner,Three members of congress are sitting in a courtroom together and one of them seems to be speaking into his microphone. Down below them is a desk and seat. In the seat is just an empty suit and shoes with no person inside.,The members of congress are speaking to an empty suit rather than a man.
3ee2c4a3ca5096ea82b6d4ed5c247031,NYCC train 3ee2c4a3ca5096ea82b6d4ed5c247031,We HAVE TO stop meeting like this.,You beamed him up. You feed him.,Joke B,official_winner,There is a dog on a spaceship. He is surrounded by aliens. The aliens are staring at him.,There is a dog in an alien spacecraft.
